date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:22:21	13664/13664	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2005:49:14%20GMT	https://templates.hibootstrap.com/paso/default/terms-condition.html	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/terms-condition.html	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:21	13648/13648	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2005:49:20%20GMT	https://templates.hibootstrap.com/paso/default/privecy.html	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/privecy.html	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:21	12932/12932	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2005:49:17%20GMT	https://templates.hibootstrap.com/paso/default/contact.html	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/contact.html	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:21	182288/182288	---M--	200	added ('OK')	image/png	etag:%2264f6c186-2c810%22	https://templates.hibootstrap.com/paso/default/assets/images/home-bg-1-img.png	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/home-bg-1-img.png	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:21	1633/1633	---M--	200	added ('OK')	image/png	etag:%2264f6c1cd-661%22	https://templates.hibootstrap.com/paso/default/assets/images/shape/1.png	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/shape/1.png	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:22	1314/1314	---M--	200	added ('OK')	image/png	etag:%2264f6c1cc-522%22	https://templates.hibootstrap.com/paso/default/assets/images/shape/2.png	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/shape/2.png	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:22	1368/1368	---M--	200	added ('OK')	image/png	etag:%2264f6c1cd-558%22	https://templates.hibootstrap.com/paso/default/assets/images/shape/3.png	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/shape/3.png	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:22	1268/1268	---M--	200	added ('OK')	image/png	etag:%2264f6c1cb-4f4%22	https://templates.hibootstrap.com/paso/default/assets/images/shape/4.png	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/shape/4.png	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:22	1596/1596	---M--	200	added ('OK')	image/png	etag:%2264f6c1cb-63c%22	https://templates.hibootstrap.com/paso/default/assets/images/shape/5.png	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/shape/5.png	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:23	1659/1659	---M--	200	added ('OK')	image/png	etag:%2264f6c1cc-67b%22	https://templates.hibootstrap.com/paso/default/assets/images/shape/6.png	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/shape/6.png	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:23	10875/10875	---M--	200	added ('OK')	image/png	etag:%2264f6c209-2a7b%22	https://templates.hibootstrap.com/paso/default/assets/images/service/s1.png	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/service/s1.png	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:23	7517/7517	---M--	200	added ('OK')	image/png	etag:%2264f6c20a-1d5d%22	https://templates.hibootstrap.com/paso/default/assets/images/service/s2.png	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/service/s2.png	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:23	6796/6796	---M--	200	added ('OK')	image/png	etag:%2264f6c20a-1a8c%22	https://templates.hibootstrap.com/paso/default/assets/images/service/s3.png	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/service/s3.png	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:24	6903/6903	---M--	200	added ('OK')	image/png	etag:%2264f6c209-1af7%22	https://templates.hibootstrap.com/paso/default/assets/images/service/s4.png	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/service/s4.png	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:24	7986/7986	---M--	200	added ('OK')	image/png	etag:%2264f6c209-1f32%22	https://templates.hibootstrap.com/paso/default/assets/images/service/s5.png	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/service/s5.png	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:24	5361/5361	---M--	200	added ('OK')	image/png	etag:%2264f6c208-14f1%22	https://templates.hibootstrap.com/paso/default/assets/images/service/s6.png	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/service/s6.png	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:24	176699/176699	---M--	200	added ('OK')	image/jpeg	etag:%2264f6c222-2b23b%22	https://templates.hibootstrap.com/paso/default/assets/images/company/company-img.jpg	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/company/company-img.jpg	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:24	156482/156482	---M--	200	added ('OK')	image/png	etag:%2264f6c187-26342%22	https://templates.hibootstrap.com/paso/default/assets/images/choose-img.png	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/choose-img.png	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:25	3132/3132	---M--	200	added ('OK')	image/png	etag:%2264f6c21e-c3c%22	https://templates.hibootstrap.com/paso/default/assets/images/process/p1.png	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/process/p1.png	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:25	3400/3400	---M--	200	added ('OK')	image/png	etag:%2264f6c21f-d48%22	https://templates.hibootstrap.com/paso/default/assets/images/process/next.png	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/process/next.png	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:25	3056/3056	---M--	200	added ('OK')	image/png	etag:%2264f6c21e-bf0%22	https://templates.hibootstrap.com/paso/default/assets/images/process/p2.png	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/process/p2.png	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:25	3561/3561	---M--	200	added ('OK')	image/png	etag:%2264f6c21d-de9%22	https://templates.hibootstrap.com/paso/default/assets/images/process/p3.png	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/process/p3.png	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:25	3698/3698	---M--	200	added ('OK')	image/png	etag:%2264f6c21f-e72%22	https://templates.hibootstrap.com/paso/default/assets/images/process/p4.png	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/process/p4.png	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:26	45984/45984	---M--	200	added ('OK')	image/jpeg	etag:%2264f6c201-b3a0%22	https://templates.hibootstrap.com/paso/default/assets/images/case/c1.jpg	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/case/c1.jpg	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:26	53491/53491	---M--	200	added ('OK')	image/jpeg	etag:%2264f6c202-d0f3%22	https://templates.hibootstrap.com/paso/default/assets/images/case/c2.jpg	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/case/c2.jpg	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:26	74044/74044	---M--	200	added ('OK')	image/jpeg	etag:%2264f6c202-1213c%22	https://templates.hibootstrap.com/paso/default/assets/images/case/c3.jpg	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/case/c3.jpg	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:27	48768/48768	---M--	200	added ('OK')	image/jpeg	etag:%2264f6c204-be80%22	https://templates.hibootstrap.com/paso/default/assets/images/case/c4.jpg	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/case/c4.jpg	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:27	56554/56554	---M--	200	added ('OK')	image/jpeg	etag:%2264f6c205-dcea%22	https://templates.hibootstrap.com/paso/default/assets/images/case/c5.jpg	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/case/c5.jpg	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:27	73129/73129	---M--	200	added ('OK')	image/jpeg	etag:%2264f6c203-11da9%22	https://templates.hibootstrap.com/paso/default/assets/images/case/c6.jpg	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/case/c6.jpg	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:27	186682/186682	---M--	200	added ('OK')	image/png	etag:%2264f6c17b-2d93a%22	https://templates.hibootstrap.com/paso/default/assets/images/feature-img.png	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/feature-img.png	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:28	92685/92685	---M--	200	added ('OK')	image/jpeg	etag:%2264f6c1f0-16a0d%22	https://templates.hibootstrap.com/paso/default/assets/images/team/t1.jpg	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/team/t1.jpg	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:28	110538/110538	---M--	200	added ('OK')	image/jpeg	etag:%2264f6c1f1-1afca%22	https://templates.hibootstrap.com/paso/default/assets/images/team/t2.jpg	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/team/t2.jpg	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:28	111914/111914	---M--	200	added ('OK')	image/jpeg	etag:%2264f6c1f2-1b52a%22	https://templates.hibootstrap.com/paso/default/assets/images/team/t3.jpg	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/team/t3.jpg	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:28	136846/136846	---M--	200	added ('OK')	image/jpeg	etag:%2264f6c1f3-2168e%22	https://templates.hibootstrap.com/paso/default/assets/images/team/t4.jpg	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/team/t4.jpg	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:28	3188/3188	---M--	200	added ('OK')	image/jpeg	etag:%2264f6c211-c74%22	https://templates.hibootstrap.com/paso/default/assets/images/client/1.jpg	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/client/1.jpg	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:28	3261/3261	---M--	200	added ('OK')	image/jpeg	etag:%2264f6c211-cbd%22	https://templates.hibootstrap.com/paso/default/assets/images/client/2.jpg	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/client/2.jpg	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:29	48549/48549	---M--	200	added ('OK')	image/jpeg	etag:%2264f6c1e2-bda5%22	https://templates.hibootstrap.com/paso/default/assets/images/blog/1.jpg	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/blog/1.jpg	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:29	358728/358728	---M--	200	added ('OK')	image/jpeg	etag:%2264f6c1e0-57948%22	https://templates.hibootstrap.com/paso/default/assets/images/blog/5.jpg	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/blog/5.jpg	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:29	71442/71442	---M--	200	added ('OK')	image/jpeg	etag:%2264f6c1e2-11712%22	https://templates.hibootstrap.com/paso/default/assets/images/blog/3.jpg	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/blog/3.jpg	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:29	252699/252699	---M--	200	added ('OK')	image/png	etag:%2264f6c17e-3db1b%22	https://templates.hibootstrap.com/paso/default/assets/images/contact-img.png	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/contact-img.png	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:30	3541/3541	---M--	200	added ('OK')	image/png	etag:%2264f6c180-dd5%22	https://templates.hibootstrap.com/paso/default/assets/images/logo2.png	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/images/logo2.png	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:30	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265bd0be2-4d7%22	https://templates.hibootstrap.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:30	89500/89500	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264f6c18d-15d9c%22	https://templates.hibootstrap.com/paso/default/assets/js/jquery.min.js	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/js/jquery.min.js	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:30	78081/78081	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264f6c18c-13101%22	https://templates.hibootstrap.com/paso/default/assets/js/bootstrap.bundle.min.js	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/js/bootstrap.bundle.min.js	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:31	4026/4026	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264f6c18b-fba%22	https://templates.hibootstrap.com/paso/default/assets/js/meanmenu.min.js	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/js/meanmenu.min.js	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:31	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264f6c18d-4ef8%22	https://templates.hibootstrap.com/paso/default/assets/js/magnific-popup.min.js	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/js/magnific-popup.min.js	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:31	44143/44143	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264f6c18e-ac6f%22	https://templates.hibootstrap.com/paso/default/assets/js/owl.carousel.min.js	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/js/owl.carousel.min.js	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:31	8155/8155	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264f6c18b-1fdb%22	https://templates.hibootstrap.com/paso/default/assets/js/wow.min.js	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/js/wow.min.js	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:32	35445/35445	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264f6c18b-8a75%22	https://templates.hibootstrap.com/paso/default/assets/js/isotope.pkgd.min.js	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/js/isotope.pkgd.min.js	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:32	2381/2381	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264f6c18f-94d%22	https://templates.hibootstrap.com/paso/default/assets/js/ajaxchimp.min.js	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/js/ajaxchimp.min.js	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:32	6055/6055	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264f6c18b-17a7%22	https://templates.hibootstrap.com/paso/default/assets/js/form-validator.min.js	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/js/form-validator.min.js	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:32	2052/2052	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264f6c18c-804%22	https://templates.hibootstrap.com/paso/default/assets/js/contact-form-script.js	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/js/contact-form-script.js	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:33	8528/8528	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264f6c18e-2150%22	https://templates.hibootstrap.com/paso/default/assets/js/main.js	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/js/main.js	(from https://templates.hibootstrap.com/paso/default/index.html)
11:22:33	396413/396413	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2264f6c195-60c7d%22	https://templates.hibootstrap.com/paso/default/assets/fonts/boxicons.eot	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/fonts/boxicons.eot	(from https://templates.hibootstrap.com/paso/default/assets/css/boxicons.min.css)
11:22:33	115388/115388	---M--	200	added ('OK')	application/octet-stream	etag:%2264f6c195-1c2bc%22	https://templates.hibootstrap.com/paso/default/assets/fonts/boxicons.woff2	C:/Mes%20Sites%20Web/eclubbbb/templates.hibootstrap.com/paso/default/assets/fonts/boxicons.woff2	(from https://templates.hibootstrap.com/paso/default/assets/css/boxicons.min.css)
